id	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	locationID	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision
BFSA:LTBCC:20141228:J2	BFSA:LTBCC:20141228:J2	BFSA:LTBCC:20141228	Line Transect	150	metre	30 observer-minutes	2014/12/28	08:30+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20141228:J3	BFSA:LTBCC:20141228:J3	BFSA:LTBCC:20141228	Line Transect	450	metre	30 observer-minutes	2014/12/28	09:00+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20141228:E1	BFSA:LTBCC:20141228:E1	BFSA:LTBCC:20141228	Total Count	12	hectare	30 observer-minutes	2014/12/28	10:10+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20141228:E2	BFSA:LTBCC:20141228:E2	BFSA:LTBCC:20141228	Total Count	6	hectare	30 observer-minutes	2014/12/28	10:10+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20141228:E3	BFSA:LTBCC:20141228:E3	BFSA:LTBCC:20141228	Line Transect	150	metre	30 observer-minutes	2014/12/28	09:40+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150110:L0	BFSA:LTBCC:20150110:L0	BFSA:LTBCC:20150110	Total Count	2.6	hectare	40 observer-minutes	2015/1/10	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150110:M1	BFSA:LTBCC:20150110:M1	BFSA:LTBCC:20150110	Total Count	98	hectare	60 observer-minutes	2015/1/10	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150110:M2	BFSA:LTBCC:20150110:M2	BFSA:LTBCC:20150110	Total Count	83	hectare	40 observer-minutes	2015/1/10	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150110:J2	BFSA:LTBCC:20150110:J2	BFSA:LTBCC:20150110	Line Transect	150	metre	60 observer-minutes	2015/1/10	08:00+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150110:J3	BFSA:LTBCC:20150110:J3	BFSA:LTBCC:20150110	Line Transect	450	metre	30 observer-minutes	2015/1/10	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150110:E1	BFSA:LTBCC:20150110:E1	BFSA:LTBCC:20150110	Total Count	12	hectare	40 observer-minutes	2015/1/10	10:20+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150110:E2	BFSA:LTBCC:20150110:E2	BFSA:LTBCC:20150110	Total Count	6	hectare	40 observer-minutes	2015/1/10	10:20+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150110:E3	BFSA:LTBCC:20150110:E3	BFSA:LTBCC:20150110	Line Transect	150	metre	30 observer-minutes	2015/1/10	09:50+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150110:D1	BFSA:LTBCC:20150110:D1	BFSA:LTBCC:20150110	Total Count	40	hectare	40 observer-minutes	2015/1/10	13:40+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150110:D2	BFSA:LTBCC:20150110:D2	BFSA:LTBCC:20150110	Total Count	40	hectare	40 observer-minutes	2015/1/10	13:40+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150124:L0	BFSA:LTBCC:20150124:L0	BFSA:LTBCC:20150124	Total Count	2.6	hectare	25 observer-minutes	2015/1/24	10:55+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150124:M1	BFSA:LTBCC:20150124:M1	BFSA:LTBCC:20150124	Total Count	98	hectare	120 observer-minutes	2015/1/24	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150124:M2	BFSA:LTBCC:20150124:M2	BFSA:LTBCC:20150124	Total Count	83	hectare	40 observer-minutes	2015/1/24	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150124:J2	BFSA:LTBCC:20150124:J2	BFSA:LTBCC:20150124	Line Transect	150	metre	20 observer-minutes	2015/1/24	08:25+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150124:J3	BFSA:LTBCC:20150124:J3	BFSA:LTBCC:20150124	Line Transect	450	metre	40 observer-minutes	2015/1/24	08:45+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150124:E1	BFSA:LTBCC:20150124:E1	BFSA:LTBCC:20150124	Total Count	12	hectare	30 observer-minutes	2015/1/24	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150124:E2	BFSA:LTBCC:20150124:E2	BFSA:LTBCC:20150124	Total Count	6	hectare	30 observer-minutes	2015/1/24	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150124:E3	BFSA:LTBCC:20150124:E3	BFSA:LTBCC:20150124	Line Transect	150	metre	20 observer-minutes	2015/1/24	09:40+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150124:D1	BFSA:LTBCC:20150124:D1	BFSA:LTBCC:20150124	Total Count	40	hectare	60 observer-minutes	2015/1/24	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150124:D2	BFSA:LTBCC:20150124:D2	BFSA:LTBCC:20150124	Total Count	40	hectare	60 observer-minutes	2015/1/24	14:10+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150212:L0	BFSA:LTBCC:20150212:L0	BFSA:LTBCC:20150212	Total Count	2.6	hectare	25 observer-minutes	2015/2/12	10:55+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150212:J2	BFSA:LTBCC:20150212:J2	BFSA:LTBCC:20150212	Line Transect	150	metre	15 observer-minutes	2015/2/12	08:35+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150212:J3	BFSA:LTBCC:20150212:J3	BFSA:LTBCC:20150212	Line Transect	450	metre	40 observer-minutes	2015/2/12	08:50+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150212:E1	BFSA:LTBCC:20150212:E1	BFSA:LTBCC:20150212	Total Count	12	hectare	25 observer-minutes	2015/2/12	10:10+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150212:E2	BFSA:LTBCC:20150212:E2	BFSA:LTBCC:20150212	Total Count	6	hectare	25 observer-minutes	2015/2/12	10:10+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150212:E3	BFSA:LTBCC:20150212:E3	BFSA:LTBCC:20150212	Line Transect	150	metre	15 observer-minutes	2015/2/12	09:55+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150214:M1	BFSA:LTBCC:20150214:M1	BFSA:LTBCC:20150214	Total Count	98	hectare	60 observer-minutes	2015/2/14	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150214:M2	BFSA:LTBCC:20150214:M2	BFSA:LTBCC:20150214	Total Count	83	hectare	20 observer-minutes	2015/2/14	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150214:D1	BFSA:LTBCC:20150214:D1	BFSA:LTBCC:20150214	Total Count	40	hectare	30 observer-minutes	2015/2/14	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150214:D2	BFSA:LTBCC:20150214:D2	BFSA:LTBCC:20150214	Total Count	40	hectare	40 observer-minutes	2015/2/14	14:00+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150301:L0	BFSA:LTBCC:20150301:L0	BFSA:LTBCC:20150301	Total Count	2.6	hectare	20 observer-minutes	2015/3/1	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150301:J2	BFSA:LTBCC:20150301:J2	BFSA:LTBCC:20150301	Line Transect	150	metre	30 observer-minutes	2015/3/1	08:30+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150301:J3	BFSA:LTBCC:20150301:J3	BFSA:LTBCC:20150301	Line Transect	450	metre	40 observer-minutes	2015/3/1	09:00+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150301:E1	BFSA:LTBCC:20150301:E1	BFSA:LTBCC:20150301	Total Count	12	hectare	30 observer-minutes	2015/3/1	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150301:E2	BFSA:LTBCC:20150301:E2	BFSA:LTBCC:20150301	Total Count	6	hectare	30 observer-minutes	2015/3/1	10:30+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150301:E3	BFSA:LTBCC:20150301:E3	BFSA:LTBCC:20150301	Line Transect	150	metre	40 observer-minutes	2015/3/1	09:50+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150307:M1	BFSA:LTBCC:20150307:M1	BFSA:LTBCC:20150307	Total Count	98	hectare	40 observer-minutes	2015/3/7	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150307:M2	BFSA:LTBCC:20150307:M2	BFSA:LTBCC:20150307	Total Count	83	hectare	30 observer-minutes	2015/3/7	15:50+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150307:D1	BFSA:LTBCC:20150307:D1	BFSA:LTBCC:20150307	Total Count	40	hectare	30 observer-minutes	2015/3/7	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150307:D2	BFSA:LTBCC:20150307:D2	BFSA:LTBCC:20150307	Total Count	40	hectare	30 observer-minutes	2015/3/7	14:10+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150314:L0	BFSA:LTBCC:20150314:L0	BFSA:LTBCC:20150314	Total Count	2.6	hectare	30 observer-minutes	2015/3/14	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150314:J2	BFSA:LTBCC:20150314:J2	BFSA:LTBCC:20150314	Line Transect	150	metre	30 observer-minutes	2015/3/14	07:40+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150314:J3	BFSA:LTBCC:20150314:J3	BFSA:LTBCC:20150314	Line Transect	450	metre	30 observer-minutes	2015/3/14	08:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150314:E1	BFSA:LTBCC:20150314:E1	BFSA:LTBCC:20150314	Total Count	12	hectare	30 observer-minutes	2015/3/14	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150314:E2	BFSA:LTBCC:20150314:E2	BFSA:LTBCC:20150314	Total Count	6	hectare	30 observer-minutes	2015/3/14	10:30+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150314:E3	BFSA:LTBCC:20150314:E3	BFSA:LTBCC:20150314	Line Transect	150	metre	30 observer-minutes	2015/3/14	10:00+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150329:L0	BFSA:LTBCC:20150329:L0	BFSA:LTBCC:20150329	Total Count	2.6	hectare	30 observer-minutes	2015/3/29	11:00+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150329:M1	BFSA:LTBCC:20150329:M1	BFSA:LTBCC:20150329	Total Count	98	hectare	70 observer-minutes	2015/3/29	14:50+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150329:M2	BFSA:LTBCC:20150329:M2	BFSA:LTBCC:20150329	Total Count	83	hectare	15 observer-minutes	2015/3/29	16:05+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150329:J2	BFSA:LTBCC:20150329:J2	BFSA:LTBCC:20150329	Line Transect	150	metre	30 observer-minutes	2015/3/29	08:30+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150329:J3	BFSA:LTBCC:20150329:J3	BFSA:LTBCC:20150329	Line Transect	450	metre	30 observer-minutes	2015/3/29	09:00+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150329:E1	BFSA:LTBCC:20150329:E1	BFSA:LTBCC:20150329	Total Count	12	hectare	30 observer-minutes	2015/3/29	10:10+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150329:E2	BFSA:LTBCC:20150329:E2	BFSA:LTBCC:20150329	Total Count	6	hectare	30 observer-minutes	2015/3/29	10:10+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150329:E3	BFSA:LTBCC:20150329:E3	BFSA:LTBCC:20150329	Line Transect	150	metre	30 observer-minutes	2015/3/29	09:40+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150329:D1	BFSA:LTBCC:20150329:D1	BFSA:LTBCC:20150329	Total Count	40	hectare	30 observer-minutes	2015/3/29	13:50+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150329:D2	BFSA:LTBCC:20150329:D2	BFSA:LTBCC:20150329	Total Count	40	hectare	30 observer-minutes	2015/3/29	13:50+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150411:L0	BFSA:LTBCC:20150411:L0	BFSA:LTBCC:20150411	Total Count	2.6	hectare	30 observer-minutes	2015/4/11	11:00+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150411:M1	BFSA:LTBCC:20150411:M1	BFSA:LTBCC:20150411	Total Count	98	hectare	55 observer-minutes	2015/4/11	15:15+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150411:M2	BFSA:LTBCC:20150411:M2	BFSA:LTBCC:20150411	Total Count	83	hectare	20 observer-minutes	2015/4/11	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150411:J3	BFSA:LTBCC:20150411:J3	BFSA:LTBCC:20150411	Line Transect	450	metre	30 observer-minutes	2015/4/11	09:00+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150411:E1	BFSA:LTBCC:20150411:E1	BFSA:LTBCC:20150411	Total Count	12	hectare	30 observer-minutes	2015/4/11	10:10+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150411:E2	BFSA:LTBCC:20150411:E2	BFSA:LTBCC:20150411	Total Count	6	hectare	30 observer-minutes	2015/4/11	10:10+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150411:E3	BFSA:LTBCC:20150411:E3	BFSA:LTBCC:20150411	Line Transect	150	metre	30 observer-minutes	2015/4/11	09:40+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150411:D1	BFSA:LTBCC:20150411:D1	BFSA:LTBCC:20150411	Total Count	40	hectare	40 observer-minutes	2015/4/11	13:50+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150411:D2	BFSA:LTBCC:20150411:D2	BFSA:LTBCC:20150411	Total Count	40	hectare	20 observer-minutes	2015/4/11	14:30+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150425:L0	BFSA:LTBCC:20150425:L0	BFSA:LTBCC:20150425	Total Count	2.6	hectare	20 observer-minutes	2015/4/25	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150425:M1	BFSA:LTBCC:20150425:M1	BFSA:LTBCC:20150425	Total Count	98	hectare	60 observer-minutes	2015/4/25	13:30+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150425:M2	BFSA:LTBCC:20150425:M2	BFSA:LTBCC:20150425	Total Count	83	hectare	60 observer-minutes	2015/4/25	14:00+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150425:J2	BFSA:LTBCC:20150425:J2	BFSA:LTBCC:20150425	Line Transect	150	metre	30 observer-minutes	2015/4/25	08:30+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150425:J3	BFSA:LTBCC:20150425:J3	BFSA:LTBCC:20150425	Line Transect	450	metre	30 observer-minutes	2015/4/25	09:00+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150425:E1	BFSA:LTBCC:20150425:E1	BFSA:LTBCC:20150425	Total Count	12	hectare	25 observer-minutes	2015/4/25	10:35+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150425:E2	BFSA:LTBCC:20150425:E2	BFSA:LTBCC:20150425	Total Count	6	hectare	25 observer-minutes	2015/4/25	10:35+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150425:E3	BFSA:LTBCC:20150425:E3	BFSA:LTBCC:20150425	Line Transect	150	metre	25 observer-minutes	2015/4/25	10:10+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150425:D1	BFSA:LTBCC:20150425:D1	BFSA:LTBCC:20150425	Total Count	40	hectare	60 observer-minutes	2015/4/25	10:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150425:D2	BFSA:LTBCC:20150425:D2	BFSA:LTBCC:20150425	Total Count	40	hectare	60 observer-minutes	2015/4/25	11:00+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150507:L0	BFSA:LTBCC:20150507:L0	BFSA:LTBCC:20150507	Total Count	2.6	hectare	30 observer-minutes	2015/5/7	11:00+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150507:J2	BFSA:LTBCC:20150507:J2	BFSA:LTBCC:20150507	Line Transect	150	metre	20 observer-minutes	2015/5/7	08:30+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150507:J3	BFSA:LTBCC:20150507:J3	BFSA:LTBCC:20150507	Line Transect	450	metre	40 observer-minutes	2015/5/7	08:50+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150507:E1	BFSA:LTBCC:20150507:E1	BFSA:LTBCC:20150507	Total Count	12	hectare	20 observer-minutes	2015/5/7	10:20+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150507:E2	BFSA:LTBCC:20150507:E2	BFSA:LTBCC:20150507	Total Count	6	hectare	20 observer-minutes	2015/5/7	10:20+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150507:E3	BFSA:LTBCC:20150507:E3	BFSA:LTBCC:20150507	Line Transect	150	metre	35 observer-minutes	2015/5/7	09:45+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150509:M1	BFSA:LTBCC:20150509:M1	BFSA:LTBCC:20150509	Total Count	98	hectare	60 observer-minutes	2015/5/9	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150509:M2	BFSA:LTBCC:20150509:M2	BFSA:LTBCC:20150509	Total Count	83	hectare	20 observer-minutes	2015/5/9	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150509:D1	BFSA:LTBCC:20150509:D1	BFSA:LTBCC:20150509	Total Count	40	hectare	30 observer-minutes	2015/5/9	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150509:D2	BFSA:LTBCC:20150509:D2	BFSA:LTBCC:20150509	Total Count	40	hectare	40 observer-minutes	2015/5/9	14:00+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150523:L0	BFSA:LTBCC:20150523:L0	BFSA:LTBCC:20150523	Total Count	2.6	hectare	20 observer-minutes	2015/5/23	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150523:M1	BFSA:LTBCC:20150523:M1	BFSA:LTBCC:20150523	Total Count	98	hectare	40 observer-minutes	2015/5/23	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150523:M2	BFSA:LTBCC:20150523:M2	BFSA:LTBCC:20150523	Total Count	83	hectare	30 observer-minutes	2015/5/23	15:50+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150523:J2	BFSA:LTBCC:20150523:J2	BFSA:LTBCC:20150523	Line Transect	150	metre	10 observer-minutes	2015/5/23	09:00+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150523:J3	BFSA:LTBCC:20150523:J3	BFSA:LTBCC:20150523	Line Transect	450	metre	45 observer-minutes	2015/5/23	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150523:E1	BFSA:LTBCC:20150523:E1	BFSA:LTBCC:20150523	Total Count	12	hectare	20 observer-minutes	2015/5/23	10:40+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150523:E2	BFSA:LTBCC:20150523:E2	BFSA:LTBCC:20150523	Total Count	6	hectare	20 observer-minutes	2015/5/23	10:40+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150523:E3	BFSA:LTBCC:20150523:E3	BFSA:LTBCC:20150523	Line Transect	150	metre	20 observer-minutes	2015/5/23	10:15+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150523:D1	BFSA:LTBCC:20150523:D1	BFSA:LTBCC:20150523	Total Count	40	hectare	30 observer-minutes	2015/5/23	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150523:D2	BFSA:LTBCC:20150523:D2	BFSA:LTBCC:20150523	Total Count	40	hectare	30 observer-minutes	2015/5/23	14:10+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150613:L0	BFSA:LTBCC:20150613:L0	BFSA:LTBCC:20150613	Total Count	2.6	hectare	20 observer-minutes	2015/6/13	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150613:M1	BFSA:LTBCC:20150613:M1	BFSA:LTBCC:20150613	Total Count	98	hectare	120 observer-minutes	2015/6/13	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150613:M2	BFSA:LTBCC:20150613:M2	BFSA:LTBCC:20150613	Total Count	83	hectare	40 observer-minutes	2015/6/13	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150613:J2	BFSA:LTBCC:20150613:J2	BFSA:LTBCC:20150613	Line Transect	150	metre	10 observer-minutes	2015/6/13	09:00+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150613:J3	BFSA:LTBCC:20150613:J3	BFSA:LTBCC:20150613	Line Transect	450	metre	45 observer-minutes	2015/6/13	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150613:E1	BFSA:LTBCC:20150613:E1	BFSA:LTBCC:20150613	Total Count	12	hectare	20 observer-minutes	2015/6/13	10:40+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150613:E2	BFSA:LTBCC:20150613:E2	BFSA:LTBCC:20150613	Total Count	6	hectare	20 observer-minutes	2015/6/13	10:40+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150613:E3	BFSA:LTBCC:20150613:E3	BFSA:LTBCC:20150613	Line Transect	150	metre	20 observer-minutes	2015/6/13	10:15+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150613:D1	BFSA:LTBCC:20150613:D1	BFSA:LTBCC:20150613	Total Count	40	hectare	60 observer-minutes	2015/6/13	13:30+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150613:D2	BFSA:LTBCC:20150613:D2	BFSA:LTBCC:20150613	Total Count	40	hectare	60 observer-minutes	2015/6/13	14:10+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150627:L0	BFSA:LTBCC:20150627:L0	BFSA:LTBCC:20150627	Total Count	2.6	hectare	30 observer-minutes	2015/6/27	11:00+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150627:J2	BFSA:LTBCC:20150627:J2	BFSA:LTBCC:20150627	Line Transect	150	metre	30 observer-minutes	2015/6/27	08:30+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150627:J3	BFSA:LTBCC:20150627:J3	BFSA:LTBCC:20150627	Line Transect	450	metre	30 observer-minutes	2015/6/27	09:00+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150627:E1	BFSA:LTBCC:20150627:E1	BFSA:LTBCC:20150627	Total Count	12	hectare	30 observer-minutes	2015/6/27	10:10+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20150627:E2	BFSA:LTBCC:20150627:E2	BFSA:LTBCC:20150627	Total Count	6	hectare	30 observer-minutes	2015/6/27	10:10+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20150627:E3	BFSA:LTBCC:20150627:E3	BFSA:LTBCC:20150627	Line Transect	150	metre	30 observer-minutes	2015/6/27	09:40+0800	E3	23.0716	120.0657	WGS84	75	0.00001
BFSA:LTBCC:20150701:M1	BFSA:LTBCC:20150701:M1	BFSA:LTBCC:20150701	Total Count	98	hectare	45 observer-minutes	2015/7/1	15:15+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150701:M2	BFSA:LTBCC:20150701:M2	BFSA:LTBCC:20150701	Total Count	83	hectare	20 observer-minutes	2015/7/1	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150701:D1	BFSA:LTBCC:20150701:D1	BFSA:LTBCC:20150701	Total Count	40	hectare	35 observer-minutes	2015/7/1	14:20+0800	D1A	23.1735	120.1148	WGS84	580	0.00001
BFSA:LTBCC:20150701:D2	BFSA:LTBCC:20150701:D2	BFSA:LTBCC:20150701	Total Count	40	hectare	35 observer-minutes	2015/7/1	14:20+0800	D2A	23.1735	120.1108	WGS84	600	0.00001
BFSA:LTBCC:20150711:L0	BFSA:LTBCC:20150711:L0	BFSA:LTBCC:20150711	Total Count	2.6	hectare	40 observer-minutes	2015/7/11	11:00+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20150711:M1	BFSA:LTBCC:20150711:M1	BFSA:LTBCC:20150711	Total Count	98	hectare	100 observer-minutes	2015/7/11	15:10+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20150711:M2	BFSA:LTBCC:20150711:M2	BFSA:LTBCC:20150711	Total Count	83	hectare	40 observer-minutes	2015/7/11	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20150711:J2	BFSA:LTBCC:20150711:J2	BFSA:LTBCC:20150711	Line Transect	150	metre	40 observer-minutes	2015/7/11	08:35+0800	J2B	23.0803	120.0371	WGS84	75	0.00001
BFSA:LTBCC:20150711:J3	BFSA:LTBCC:20150711:J3	BFSA:LTBCC:20150711	Line Transect	450	metre	90 observer-minutes	2015/7/11	08:55+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20150711:E1	BFSA:LTBCC:20150711:E1	BFSA:LTBCC:20150711	Total Count	12	hectare	40 observer-minutes	2015/7/11	10:30+0800	E1	23.0755	120.067	WGS84	350	0.00001
