id	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	locationID	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision
BFSA:LTBCC:20060701:J3	BFSA:LTBCC:20060701:J3	BFSA:LTBCC:20060701	Line Transect	450	metre	400 observer-minutes	2006/7/1	09:50+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20060701:E1	BFSA:LTBCC:20060701:E1	BFSA:LTBCC:20060701	Total Count	12	hectare	270 observer-minutes	2006/7/1	11:20+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20060701:E2	BFSA:LTBCC:20060701:E2	BFSA:LTBCC:20060701	Total Count	6	hectare	270 observer-minutes	2006/7/1	11:20+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20060701:D1	BFSA:LTBCC:20060701:D1	BFSA:LTBCC:20060701	Total Count	20	hectare	180 observer-minutes	2006/7/1	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20060701:D2	BFSA:LTBCC:20060701:D2	BFSA:LTBCC:20060701	Total Count	20	hectare	180 observer-minutes	2006/7/1	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20060806:L0	BFSA:LTBCC:20060806:L0	BFSA:LTBCC:20060806	Total Count	2.6	hectare	40 observer-minutes	2006/8/6	10:40+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20060806:M1	BFSA:LTBCC:20060806:M1	BFSA:LTBCC:20060806	Total Count	98	hectare	60 observer-minutes	2006/8/6	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20060806:M2	BFSA:LTBCC:20060806:M2	BFSA:LTBCC:20060806	Total Count	83	hectare	20 observer-minutes	2006/8/6	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20060806:J2	BFSA:LTBCC:20060806:J2	BFSA:LTBCC:20060806	Line Transect	150	metre	40 observer-minutes	2006/8/6	08:52+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20060806:J3	BFSA:LTBCC:20060806:J3	BFSA:LTBCC:20060806	Line Transect	450	metre	44 observer-minutes	2006/8/6	09:16+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20060806:E1	BFSA:LTBCC:20060806:E1	BFSA:LTBCC:20060806	Total Count	12	hectare	60 observer-minutes	2006/8/6	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20060806:E2	BFSA:LTBCC:20060806:E2	BFSA:LTBCC:20060806	Total Count	6	hectare	60 observer-minutes	2006/8/6	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20060806:D1	BFSA:LTBCC:20060806:D1	BFSA:LTBCC:20060806	Total Count	20	hectare	30 observer-minutes	2006/8/6	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20060806:D2	BFSA:LTBCC:20060806:D2	BFSA:LTBCC:20060806	Total Count	20	hectare	30 observer-minutes	2006/8/6	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20060819:L0	BFSA:LTBCC:20060819:L0	BFSA:LTBCC:20060819	Total Count	2.6	hectare	25 observer-minutes	2006/8/19	10:45+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20060819:M1	BFSA:LTBCC:20060819:M1	BFSA:LTBCC:20060819	Total Count	98	hectare	120 observer-minutes	2006/8/19	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20060819:M2	BFSA:LTBCC:20060819:M2	BFSA:LTBCC:20060819	Total Count	83	hectare	40 observer-minutes	2006/8/19	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20060819:J2	BFSA:LTBCC:20060819:J2	BFSA:LTBCC:20060819	Line Transect	150	metre	30 observer-minutes	2006/8/19	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20060819:J3	BFSA:LTBCC:20060819:J3	BFSA:LTBCC:20060819	Line Transect	450	metre	30 observer-minutes	2006/8/19	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20060819:E1	BFSA:LTBCC:20060819:E1	BFSA:LTBCC:20060819	Total Count	12	hectare	30 observer-minutes	2006/8/19	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20060819:E2	BFSA:LTBCC:20060819:E2	BFSA:LTBCC:20060819	Total Count	6	hectare	30 observer-minutes	2006/8/19	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20060819:D1	BFSA:LTBCC:20060819:D1	BFSA:LTBCC:20060819	Total Count	20	hectare	60 observer-minutes	2006/8/19	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20060819:D2	BFSA:LTBCC:20060819:D2	BFSA:LTBCC:20060819	Total Count	20	hectare	60 observer-minutes	2006/8/19	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20060902:L0	BFSA:LTBCC:20060902:L0	BFSA:LTBCC:20060902	Total Count	2.6	hectare	72 observer-minutes	2006/9/2	11:40+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20060902:M1	BFSA:LTBCC:20060902:M1	BFSA:LTBCC:20060902	Total Count	98	hectare	120 observer-minutes	2006/9/2	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20060902:M2	BFSA:LTBCC:20060902:M2	BFSA:LTBCC:20060902	Total Count	83	hectare	40 observer-minutes	2006/9/2	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20060902:J2	BFSA:LTBCC:20060902:J2	BFSA:LTBCC:20060902	Line Transect	150	metre	120 observer-minutes	2006/9/2	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20060902:J3	BFSA:LTBCC:20060902:J3	BFSA:LTBCC:20060902	Line Transect	450	metre	162 observer-minutes	2006/9/2	09:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20060902:E1	BFSA:LTBCC:20060902:E1	BFSA:LTBCC:20060902	Total Count	12	hectare	222 observer-minutes	2006/9/2	10:38+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20060902:E2	BFSA:LTBCC:20060902:E2	BFSA:LTBCC:20060902	Total Count	6	hectare	222 observer-minutes	2006/9/2	10:38+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20060902:D1	BFSA:LTBCC:20060902:D1	BFSA:LTBCC:20060902	Total Count	20	hectare	60 observer-minutes	2006/9/2	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20060902:D2	BFSA:LTBCC:20060902:D2	BFSA:LTBCC:20060902	Total Count	20	hectare	60 observer-minutes	2006/9/2	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20060916:L0	BFSA:LTBCC:20060916:L0	BFSA:LTBCC:20060916	Total Count	2.6	hectare	10 observer-minutes	2006/9/16	11:35+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20060916:J2	BFSA:LTBCC:20060916:J2	BFSA:LTBCC:20060916	Line Transect	150	metre	30 observer-minutes	2006/9/16	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20060916:J3	BFSA:LTBCC:20060916:J3	BFSA:LTBCC:20060916	Line Transect	450	metre	30 observer-minutes	2006/9/16	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20060916:E1	BFSA:LTBCC:20060916:E1	BFSA:LTBCC:20060916	Total Count	12	hectare	30 observer-minutes	2006/9/16	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20060916:E2	BFSA:LTBCC:20060916:E2	BFSA:LTBCC:20060916	Total Count	6	hectare	30 observer-minutes	2006/9/16	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20060917:M1	BFSA:LTBCC:20060917:M1	BFSA:LTBCC:20060917	Total Count	98	hectare	70 observer-minutes	2006/9/17	15:45+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20060917:M2	BFSA:LTBCC:20060917:M2	BFSA:LTBCC:20060917	Total Count	83	hectare	40 observer-minutes	2006/9/17	16:30+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20060917:D1	BFSA:LTBCC:20060917:D1	BFSA:LTBCC:20060917	Total Count	20	hectare	40 observer-minutes	2006/9/17	14:00+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20060917:D2	BFSA:LTBCC:20060917:D2	BFSA:LTBCC:20060917	Total Count	20	hectare	54 observer-minutes	2006/9/17	14:23+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20060930:L0	BFSA:LTBCC:20060930:L0	BFSA:LTBCC:20060930	Total Count	2.6	hectare	60 observer-minutes	2006/9/30	10:40+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20060930:M1	BFSA:LTBCC:20060930:M1	BFSA:LTBCC:20060930	Total Count	98	hectare	55 observer-minutes	2006/9/30	15:05+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20060930:M2	BFSA:LTBCC:20060930:M2	BFSA:LTBCC:20060930	Total Count	83	hectare	20 observer-minutes	2006/9/30	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20060930:J2	BFSA:LTBCC:20060930:J2	BFSA:LTBCC:20060930	Line Transect	150	metre	90 observer-minutes	2006/9/30	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20060930:J3	BFSA:LTBCC:20060930:J3	BFSA:LTBCC:20060930	Line Transect	450	metre	90 observer-minutes	2006/9/30	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20060930:E1	BFSA:LTBCC:20060930:E1	BFSA:LTBCC:20060930	Total Count	12	hectare	60 observer-minutes	2006/9/30	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20060930:E2	BFSA:LTBCC:20060930:E2	BFSA:LTBCC:20060930	Total Count	6	hectare	60 observer-minutes	2006/9/30	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20060930:D1	BFSA:LTBCC:20060930:D1	BFSA:LTBCC:20060930	Total Count	20	hectare	30 observer-minutes	2006/9/30	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20060930:D2	BFSA:LTBCC:20060930:D2	BFSA:LTBCC:20060930	Total Count	20	hectare	30 observer-minutes	2006/9/30	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20061015:L0	BFSA:LTBCC:20061015:L0	BFSA:LTBCC:20061015	Total Count	2.6	hectare	150 observer-minutes	2006/10/15	10:40+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20061015:M1	BFSA:LTBCC:20061015:M1	BFSA:LTBCC:20061015	Total Count	98	hectare	41 observer-minutes	2006/10/15	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20061015:M2	BFSA:LTBCC:20061015:M2	BFSA:LTBCC:20061015	Total Count	83	hectare	10 observer-minutes	2006/10/15	15:50+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20061015:J2	BFSA:LTBCC:20061015:J2	BFSA:LTBCC:20061015	Line Transect	150	metre	150 observer-minutes	2006/10/15	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20061015:J3	BFSA:LTBCC:20061015:J3	BFSA:LTBCC:20061015	Line Transect	450	metre	150 observer-minutes	2006/10/15	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20061015:E1	BFSA:LTBCC:20061015:E1	BFSA:LTBCC:20061015	Total Count	12	hectare	150 observer-minutes	2006/10/15	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20061015:E2	BFSA:LTBCC:20061015:E2	BFSA:LTBCC:20061015	Total Count	6	hectare	150 observer-minutes	2006/10/15	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20061015:D1	BFSA:LTBCC:20061015:D1	BFSA:LTBCC:20061015	Total Count	20	hectare	20 observer-minutes	2006/10/15	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20061015:D2	BFSA:LTBCC:20061015:D2	BFSA:LTBCC:20061015	Total Count	20	hectare	16 observer-minutes	2006/10/15	14:00+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20061105:L0	BFSA:LTBCC:20061105:L0	BFSA:LTBCC:20061105	Total Count	2.6	hectare	45 observer-minutes	2006/11/5	11:30+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20061105:M1	BFSA:LTBCC:20061105:M1	BFSA:LTBCC:20061105	Total Count	98	hectare	120 observer-minutes	2006/11/5	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20061105:M2	BFSA:LTBCC:20061105:M2	BFSA:LTBCC:20061105	Total Count	83	hectare	40 observer-minutes	2006/11/5	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20061105:J2	BFSA:LTBCC:20061105:J2	BFSA:LTBCC:20061105	Line Transect	150	metre	75 observer-minutes	2006/11/5	09:05+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20061105:J3	BFSA:LTBCC:20061105:J3	BFSA:LTBCC:20061105	Line Transect	450	metre	280 observer-minutes	2006/11/5	09:35+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20061105:E1	BFSA:LTBCC:20061105:E1	BFSA:LTBCC:20061105	Total Count	12	hectare	350 observer-minutes	2006/11/5	10:25+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20061105:E2	BFSA:LTBCC:20061105:E2	BFSA:LTBCC:20061105	Total Count	6	hectare	350 observer-minutes	2006/11/5	10:25+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20061105:D1	BFSA:LTBCC:20061105:D1	BFSA:LTBCC:20061105	Total Count	20	hectare	60 observer-minutes	2006/11/5	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20061105:D2	BFSA:LTBCC:20061105:D2	BFSA:LTBCC:20061105	Total Count	20	hectare	60 observer-minutes	2006/11/5	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20061118:M1	BFSA:LTBCC:20061118:M1	BFSA:LTBCC:20061118	Total Count	98	hectare	60 observer-minutes	2006/11/18	15:20+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20061118:M2	BFSA:LTBCC:20061118:M2	BFSA:LTBCC:20061118	Total Count	83	hectare	25 observer-minutes	2006/11/18	16:25+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20061118:J2	BFSA:LTBCC:20061118:J2	BFSA:LTBCC:20061118	Line Transect	150	metre	60 observer-minutes	2006/11/18	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20061118:J3	BFSA:LTBCC:20061118:J3	BFSA:LTBCC:20061118	Line Transect	450	metre	60 observer-minutes	2006/11/18	09:10+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20061118:E1	BFSA:LTBCC:20061118:E1	BFSA:LTBCC:20061118	Total Count	12	hectare	90 observer-minutes	2006/11/18	10:45+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20061118:E2	BFSA:LTBCC:20061118:E2	BFSA:LTBCC:20061118	Total Count	6	hectare	90 observer-minutes	2006/11/18	10:45+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20061118:D1	BFSA:LTBCC:20061118:D1	BFSA:LTBCC:20061118	Total Count	20	hectare	20 observer-minutes	2006/11/18	13:40+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20061118:D2	BFSA:LTBCC:20061118:D2	BFSA:LTBCC:20061118	Total Count	20	hectare	30 observer-minutes	2006/11/18	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20061203:L0	BFSA:LTBCC:20061203:L0	BFSA:LTBCC:20061203	Total Count	2.6	hectare	20 observer-minutes	2006/12/3	11:00+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20061203:M1	BFSA:LTBCC:20061203:M1	BFSA:LTBCC:20061203	Total Count	98	hectare	180 observer-minutes	2006/12/3	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20061203:M2	BFSA:LTBCC:20061203:M2	BFSA:LTBCC:20061203	Total Count	83	hectare	60 observer-minutes	2006/12/3	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20061203:J2	BFSA:LTBCC:20061203:J2	BFSA:LTBCC:20061203	Line Transect	150	metre	50 observer-minutes	2006/12/3	08:45+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20061203:J3	BFSA:LTBCC:20061203:J3	BFSA:LTBCC:20061203	Line Transect	450	metre	50 observer-minutes	2006/12/3	09:15+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20061203:E1	BFSA:LTBCC:20061203:E1	BFSA:LTBCC:20061203	Total Count	12	hectare	80 observer-minutes	2006/12/3	10:05+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20061203:E2	BFSA:LTBCC:20061203:E2	BFSA:LTBCC:20061203	Total Count	6	hectare	80 observer-minutes	2006/12/3	10:05+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20061203:D2	BFSA:LTBCC:20061203:D2	BFSA:LTBCC:20061203	Total Count	20	hectare	90 observer-minutes	2006/12/3	14:10+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20061217:L0	BFSA:LTBCC:20061217:L0	BFSA:LTBCC:20061217	Total Count	2.6	hectare	20 observer-minutes	2006/12/17	11:40+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20061217:M1	BFSA:LTBCC:20061217:M1	BFSA:LTBCC:20061217	Total Count	98	hectare	55 observer-minutes	2006/12/17	14:50+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20061217:M2	BFSA:LTBCC:20061217:M2	BFSA:LTBCC:20061217	Total Count	83	hectare	20 observer-minutes	2006/12/17	15:50+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20061217:J2	BFSA:LTBCC:20061217:J2	BFSA:LTBCC:20061217	Line Transect	150	metre	30 observer-minutes	2006/12/17	07:40+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20061217:J3	BFSA:LTBCC:20061217:J3	BFSA:LTBCC:20061217	Line Transect	450	metre	30 observer-minutes	2006/12/17	08:20+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20061217:E1	BFSA:LTBCC:20061217:E1	BFSA:LTBCC:20061217	Total Count	12	hectare	40 observer-minutes	2006/12/17	09:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20061217:E2	BFSA:LTBCC:20061217:E2	BFSA:LTBCC:20061217	Total Count	6	hectare	40 observer-minutes	2006/12/17	09:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20061217:D1	BFSA:LTBCC:20061217:D1	BFSA:LTBCC:20061217	Total Count	20	hectare	15 observer-minutes	2006/12/17	13:55+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20061217:D2	BFSA:LTBCC:20061217:D2	BFSA:LTBCC:20061217	Total Count	20	hectare	18 observer-minutes	2006/12/17	14:12+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20070106:L0	BFSA:LTBCC:20070106:L0	BFSA:LTBCC:20070106	Total Count	2.6	hectare	80 observer-minutes	2007/1/6	11:00+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20070106:M1	BFSA:LTBCC:20070106:M1	BFSA:LTBCC:20070106	Total Count	98	hectare	35 observer-minutes	2007/1/6	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20070106:M2	BFSA:LTBCC:20070106:M2	BFSA:LTBCC:20070106	Total Count	83	hectare	15 observer-minutes	2007/1/6	15:40+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20070106:J2	BFSA:LTBCC:20070106:J2	BFSA:LTBCC:20070106	Line Transect	150	metre	160 observer-minutes	2007/1/6	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20070106:J3	BFSA:LTBCC:20070106:J3	BFSA:LTBCC:20070106	Line Transect	450	metre	120 observer-minutes	2007/1/6	09:15+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20070106:E1	BFSA:LTBCC:20070106:E1	BFSA:LTBCC:20070106	Total Count	12	hectare	200 observer-minutes	2007/1/6	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20070106:E2	BFSA:LTBCC:20070106:E2	BFSA:LTBCC:20070106	Total Count	6	hectare	200 observer-minutes	2007/1/6	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20070106:D1	BFSA:LTBCC:20070106:D1	BFSA:LTBCC:20070106	Total Count	20	hectare	16 observer-minutes	2007/1/6	13:32+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20070106:D2	BFSA:LTBCC:20070106:D2	BFSA:LTBCC:20070106	Total Count	20	hectare	14 observer-minutes	2007/1/6	13:50+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20070121:L0	BFSA:LTBCC:20070121:L0	BFSA:LTBCC:20070121	Total Count	2.6	hectare	40 observer-minutes	2007/1/21	11:00+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20070121:M1	BFSA:LTBCC:20070121:M1	BFSA:LTBCC:20070121	Total Count	98	hectare	180 observer-minutes	2007/1/21	15:15+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20070121:M2	BFSA:LTBCC:20070121:M2	BFSA:LTBCC:20070121	Total Count	83	hectare	80 observer-minutes	2007/1/21	16:20+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20070121:J2	BFSA:LTBCC:20070121:J2	BFSA:LTBCC:20070121	Line Transect	150	metre	80 observer-minutes	2007/1/21	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20070121:J3	BFSA:LTBCC:20070121:J3	BFSA:LTBCC:20070121	Line Transect	450	metre	60 observer-minutes	2007/1/21	09:15+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20070121:E1	BFSA:LTBCC:20070121:E1	BFSA:LTBCC:20070121	Total Count	12	hectare	100 observer-minutes	2007/1/21	10:00+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20070121:E2	BFSA:LTBCC:20070121:E2	BFSA:LTBCC:20070121	Total Count	6	hectare	100 observer-minutes	2007/1/21	10:00+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20070121:D1	BFSA:LTBCC:20070121:D1	BFSA:LTBCC:20070121	Total Count	20	hectare	100 observer-minutes	2007/1/21	13:50+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20070121:D2	BFSA:LTBCC:20070121:D2	BFSA:LTBCC:20070121	Total Count	20	hectare	132 observer-minutes	2007/1/21	14:16+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20070203:M1	BFSA:LTBCC:20070203:M1	BFSA:LTBCC:20070203	Total Count	98	hectare	60 observer-minutes	2007/2/3	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20070203:M2	BFSA:LTBCC:20070203:M2	BFSA:LTBCC:20070203	Total Count	83	hectare	20 observer-minutes	2007/2/3	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20070203:E1	BFSA:LTBCC:20070203:E1	BFSA:LTBCC:20070203	Total Count	12	hectare	80 observer-minutes	2007/2/3	10:20+0800	E1	23.0755	120.067	WGS84	350	0.00001
BFSA:LTBCC:20070203:E2	BFSA:LTBCC:20070203:E2	BFSA:LTBCC:20070203	Total Count	6	hectare	80 observer-minutes	2007/2/3	10:20+0800	E2	23.0753	120.069	WGS84	300	0.00001
BFSA:LTBCC:20070203:D1	BFSA:LTBCC:20070203:D1	BFSA:LTBCC:20070203	Total Count	20	hectare	30 observer-minutes	2007/2/3	13:30+0800	D1	23.1709	120.1148	WGS84	330	0.00001
BFSA:LTBCC:20070203:D2	BFSA:LTBCC:20070203:D2	BFSA:LTBCC:20070203	Total Count	20	hectare	35 observer-minutes	2007/2/3	14:05+0800	D2	23.1706	120.1108	WGS84	340	0.00001
BFSA:LTBCC:20070204:L0	BFSA:LTBCC:20070204:L0	BFSA:LTBCC:20070204	Total Count	2.6	hectare	30 observer-minutes	2007/2/4	11:10+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20070204:J2	BFSA:LTBCC:20070204:J2	BFSA:LTBCC:20070204	Line Transect	150	metre	30 observer-minutes	2007/2/4	09:10+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20070204:J3	BFSA:LTBCC:20070204:J3	BFSA:LTBCC:20070204	Line Transect	450	metre	80 observer-minutes	2007/2/4	09:30+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20070224:L0	BFSA:LTBCC:20070224:L0	BFSA:LTBCC:20070224	Total Count	2.6	hectare	30 observer-minutes	2007/2/24	10:55+0800	L0	23.0903	120.1064	WGS84	130	0.00001
BFSA:LTBCC:20070224:M1	BFSA:LTBCC:20070224:M1	BFSA:LTBCC:20070224	Total Count	98	hectare	300 observer-minutes	2007/2/24	15:00+0800	M1	23.0754	120.0487	WGS84	800	0.00001
BFSA:LTBCC:20070224:M2	BFSA:LTBCC:20070224:M2	BFSA:LTBCC:20070224	Total Count	83	hectare	100 observer-minutes	2007/2/24	16:10+0800	M2	23.068	120.0513	WGS84	750	0.00001
BFSA:LTBCC:20070224:J2	BFSA:LTBCC:20070224:J2	BFSA:LTBCC:20070224	Line Transect	150	metre	60 observer-minutes	2007/2/24	08:30+0800	J2	23.0856	120.0366	WGS84	75	0.00001
BFSA:LTBCC:20070224:J3	BFSA:LTBCC:20070224:J3	BFSA:LTBCC:20070224	Line Transect	450	metre	80 observer-minutes	2007/2/24	09:05+0800	J3	23.077	120.037	WGS84	200	0.00001
BFSA:LTBCC:20070224:E1	BFSA:LTBCC:20070224:E1	BFSA:LTBCC:20070224	Total Count	12	hectare	80 observer-minutes	2007/2/24	10:05+0800	E1	23.0755	120.067	WGS84	350	0.00001
